property_type,price,location,city,baths,purpose,bedrooms,area_m2,Cluster
Flat,24000000,Diplomatic Enclave,Islamabad,2,For Sale,2,207.0,Medium Affordable Properties
Flat,3850000,DHA Defence,Islamabad,2,For Sale,2,91.0,Medium Affordable Properties
House,14000000,Bahria Town Karachi,Karachi,3,For Sale,3,152.0,Large Luxury Properties
House,25000,Bahria Town Rawalpindi,Rawalpindi,2,For Rent,2,126.0,Large Luxury Properties
Flat,9300000,Gulistan-e-Jauhar,Karachi,3,For Sale,3,162.0,Medium Affordable Properties
Flat,4200000,Scheme 33,Karachi,2,For Sale,2,101.0,Medium Affordable Properties
House,7800000,Gulshan Abad,Rawalpindi,2,For Sale,2,202.0,Large Luxury Properties
Lower Portion,20000,Ghauri Town,Islamabad,2,For Rent,2,126.0,Cheap Affordable Properties
House,13000000,G-11,Islamabad,3,For Sale,3,91.0,Large Luxury Properties
House,25000000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,253.0,Large Luxury Properties
House,9000000,Johar Town,Lahore,3,For Sale,3,101.0,Large Luxury Properties
Flat,6800000,Gulshan-e-Iqbal Town,Karachi,2,For Sale,2,83.0,Medium Affordable Properties
House,14000000,Bedian Road,Lahore,4,For Sale,3,177.0,Large Luxury Properties
Flat,8000000,Gulshan-e-Iqbal Town,Karachi,2,For Sale,3,142.0,Medium Affordable Properties
House,18000000,Bahria Town,Lahore,7,For Sale,5,253.0,Large Luxury Properties
Flat,65500,E-11,Islamabad,2,For Rent,2,134.0,Medium Affordable Properties
House,35000000,DHA Defence,Karachi,4,For Sale,3,101.0,Large Luxury Properties
House,14800000,G-13,Islamabad,5,For Sale,4,111.0,Large Luxury Properties
House,17000000,G-13,Islamabad,5,For Sale,4,111.0,Large Luxury Properties
House,10500000,Wapda Town,Lahore,3,For Sale,3,126.0,Large Luxury Properties
House,21500000,DHA Defence,Lahore,4,For Sale,3,177.0,Large Luxury Properties
Lower Portion,25000,Gulberg Town,Karachi,2,For Rent,2,121.0,Cheap Affordable Properties
House,4000000,Ghous Garden,Lahore,4,For Sale,4,76.0,Large Luxury Properties
House,13000000,Ali View Park,Lahore,3,For Sale,3,152.0,Large Luxury Properties
Lower Portion,32000,Gulshan-e-Iqbal Town,Karachi,3,For Rent,3,167.0,Cheap Affordable Properties
Flat,7500000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,147.0,Medium Affordable Properties
House,4350000,Bedian Road,Lahore,3,For Sale,3,76.0,Large Luxury Properties
House,25000000,Valencia Housing Society,Lahore,5,For Sale,5,405.0,Large Luxury Properties
Flat,5200000,Malir,Karachi,3,For Sale,4,134.0,Medium Affordable Properties
Upper Portion,75000,I-8,Islamabad,3,For Rent,3,359.0,Cheap Affordable Properties
House,15500000,Bahria Town,Lahore,6,For Sale,5,253.0,Large Luxury Properties
Lower Portion,20000,Bahria Town Rawalpindi,Rawalpindi,2,For Rent,2,126.0,Cheap Affordable Properties
House,3500000,D Type Colony,Faisalabad,2,For Sale,4,126.0,Large Luxury Properties
Flat,3500000,Saddar Town,Karachi,2,For Sale,3,68.0,Medium Affordable Properties
House,14300000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Large Luxury Properties
Upper Portion,140000,Maqboolabad Society,Karachi,2,For Rent,4,202.0,Cheap Affordable Properties
House,14000000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Large Luxury Properties
House,20500000,Bahria Town,Lahore,6,For Sale,5,278.0,Large Luxury Properties
House,60000,DHA Defence,Islamabad,4,For Rent,3,253.0,Large Luxury Properties
Lower Portion,37000,Bahria Town,Islamabad,3,For Rent,2,202.0,Cheap Affordable Properties
House,9500000,Gadap Town,Karachi,3,For Sale,3,121.0,Large Luxury Properties
House,13500000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Large Luxury Properties
House,35000000,Model Town,Lahore,4,For Sale,4,253.0,Large Luxury Properties
Flat,12000000,Gulistan-e-Jauhar,Karachi,4,For Sale,3,197.0,Medium Affordable Properties
House,11500000,Bahria Town,Lahore,4,For Sale,3,126.0,Large Luxury Properties
Flat,8000000,Bahria Town Rawalpindi,Rawalpindi,3,For Sale,3,152.0,Medium Affordable Properties
House,6642000,Fazaia Housing Scheme,Karachi,3,For Sale,3,126.0,Large Luxury Properties
House,20000000,Rasool Park,Lahore,3,For Sale,4,126.0,Large Luxury Properties
Upper Portion,65000,I-8,Islamabad,2,For Rent,3,303.0,Cheap Affordable Properties
Flat,27000,Gulistan-e-Jauhar,Karachi,3,For Rent,3,111.0,Medium Affordable Properties
Flat,19000000,Bahria Town Rawalpindi,Rawalpindi,2,For Sale,2,202.0,Medium Affordable Properties
House,29500000,E-11,Islamabad,6,For Sale,5,169.0,Large Luxury Properties
Flat,35000,DHA Defence,Karachi,2,For Rent,2,106.0,Medium Affordable Properties
House,10000000,Jubilee Town,Lahore,4,For Sale,3,126.0,Large Luxury Properties
House,13000000,PCSIR Staff Colony,Lahore,6,For Sale,5,152.0,Large Luxury Properties
House,14500000,Bahria Town Rawalpindi,Rawalpindi,5,For Sale,5,177.0,Large Luxury Properties
Flat,8700000,DHA Defence,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
House,22000000,Askari,Lahore,4,For Sale,4,253.0,Large Luxury Properties
House,7200000,DHA Defence,Islamabad,4,For Sale,3,202.0,Large Luxury Properties
Flat,40000,E-11,Islamabad,3,For Rent,3,124.0,Medium Affordable Properties
House,21000000,DHA Defence,Lahore,4,For Sale,3,126.0,Large Luxury Properties
House,8500000,Daroghewala,Lahore,5,For Sale,5,126.0,Large Luxury Properties
House,16500000,Gadap Town,Karachi,4,For Sale,4,147.0,Large Luxury Properties
Flat,11500000,DHA Defence,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
House,16400000,Bahria Town,Lahore,7,For Sale,5,253.0,Large Luxury Properties
House,12500000,Mumtaz Colony,Rawalpindi,7,For Sale,6,177.0,Large Luxury Properties
Flat,6500000,Bahria Town Karachi,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
Flat,33000000,Tipu Sultan Road,Karachi,4,For Sale,4,248.0,Medium Affordable Properties
House,12000000,Bahria Nasheman,Lahore,5,For Sale,5,202.0,Large Luxury Properties
Flat,1900000,Labor Colony,Lahore,2,For Sale,2,76.0,Medium Affordable Properties
Flat,25000,Gulshan-e-Iqbal Town,Karachi,2,For Rent,2,111.0,Medium Affordable Properties
Flat,505000,Gadap Town,Karachi,2,For Sale,2,71.0,Medium Affordable Properties
Flat,2500000,Liaquatabad,Karachi,1,For Sale,2,40.0,Medium Affordable Properties
House,17500000,Bahria Town,Lahore,6,For Sale,4,202.0,Large Luxury Properties
Flat,7000000,DHA Defence,Karachi,3,For Sale,2,106.0,Medium Affordable Properties
House,17500000,DHA Defence,Islamabad,4,For Sale,3,303.0,Large Luxury Properties
Flat,6900000,Bahria Town Karachi,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
House,16000,Samarzar Housing Society,Rawalpindi,2,For Rent,2,126.0,Large Luxury Properties
House,3500000,Ferozepur Road,Lahore,6,For Sale,6,126.0,Large Luxury Properties
House,23000000,Shalimar Town,Lahore,3,For Sale,3,303.0,Large Luxury Properties
Flat,10500000,F-11,Islamabad,2,For Sale,2,185.0,Medium Affordable Properties
Upper Portion,26000,G-15,Islamabad,2,For Rent,2,202.0,Cheap Affordable Properties
House,20000000,G-10,Islamabad,3,For Sale,3,169.0,Large Luxury Properties
Flat,70000,Gulshan-e-Iqbal Town,Karachi,3,For Rent,3,248.0,Medium Affordable Properties
House,16000000,Bahria Town Rawalpindi,Rawalpindi,4,For Sale,5,253.0,Large Luxury Properties
House,20500000,DHA Defence,Lahore,4,For Sale,3,177.0,Large Luxury Properties
House,15000000,Scheme 33,Karachi,4,For Sale,5,202.0,Large Luxury Properties
House,5800000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Large Luxury Properties
House,11000000,Scheme 33,Karachi,3,For Sale,3,243.0,Large Luxury Properties
House,35000,Canal Road,Faisalabad,4,For Rent,3,126.0,Large Luxury Properties
House,7800000,Punjab Govt Servant Society,Lahore,2,For Sale,2,126.0,Large Luxury Properties
House,29500,Bahria Town Rawalpindi,Rawalpindi,2,For Rent,2,126.0,Large Luxury Properties
House,6000000,Misryal Road,Rawalpindi,5,For Sale,5,126.0,Large Luxury Properties
House,10000000,Bahria Town Rawalpindi,Rawalpindi,4,For Sale,3,126.0,Large Luxury Properties
House,45000,Chaklala Scheme,Rawalpindi,3,For Rent,3,354.0,Large Luxury Properties
Upper Portion,45000,G-15,Islamabad,3,For Rent,3,354.0,Cheap Affordable Properties
House,14500000,Bahria Town Karachi,Karachi,3,For Sale,3,354.0,Large Luxury Properties
House,26000000,PIA Housing Scheme,Lahore,7,For Sale,6,379.0,Large Luxury Properties
House,15000000,DHA Defence,Lahore,4,For Sale,3,126.0,Large Luxury Properties
Flat,14000000,Cantt,Karachi,3,For Sale,3,157.0,Medium Affordable Properties
Flat,33500000,DHA Defence,Karachi,3,For Sale,3,202.0,Medium Affordable Properties
Upper Portion,26000,Gulraiz Housing Scheme,Rawalpindi,2,For Rent,2,177.0,Cheap Affordable Properties
Upper Portion,60000,Gulshan-e-Iqbal Town,Karachi,3,For Rent,3,354.0,Cheap Affordable Properties
House,26000000,Gulshan-e-Ravi,Lahore,5,For Sale,5,253.0,Large Luxury Properties
House,19000000,DHA Defence,Lahore,4,For Sale,3,126.0,Large Luxury Properties
House,4700000,Dhamyal Road,Rawalpindi,3,For Sale,3,126.0,Large Luxury Properties
Flat,11500000,Askari,Lahore,3,For Sale,3,288.0,Medium Affordable Properties
House,14000000,Askari 14,Rawalpindi,4,For Sale,4,253.0,Large Luxury Properties
House,22500000,Malipura,Lahore,6,For Sale,6,202.0,Large Luxury Properties
Flat,4800000,Gadap Town,Karachi,2,For Sale,2,96.0,Medium Affordable Properties
House,11700000,Bahria Town,Lahore,4,For Sale,3,202.0,Large Luxury Properties
Upper Portion,8000000,Shaheen Town,Rawalpindi,7,For Sale,5,126.0,Cheap Affordable Properties
Flat,3800000,B-17,Islamabad,2,For Sale,2,91.0,Medium Affordable Properties
Flat,5000000,North Nazimabad,Karachi,2,For Sale,2,91.0,Medium Affordable Properties
Flat,5000000,Gulistan-e-Jauhar,Karachi,2,For Sale,2,91.0,Medium Affordable Properties
Flat,612000,Gadap Town,Karachi,2,For Sale,2,71.0,Medium Affordable Properties
Flat,6700000,Bahria Town Karachi,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
House,5950000,Shalimar Link Road,Lahore,4,For Sale,3,76.0,Large Luxury Properties
House,24000000,Wapda Town,Lahore,6,For Sale,5,253.0,Large Luxury Properties
Flat,35000,Gulshan-e-Iqbal Town,Karachi,3,For Rent,3,121.0,Medium Affordable Properties
Flat,30000000,Defence View Society,Karachi,4,For Sale,4,225.0,Medium Affordable Properties
Upper Portion,45000,E-11,Islamabad,3,For Rent,2,202.0,Cheap Affordable Properties
House,25000000,Gulshan-e-Ravi,Lahore,6,For Sale,6,278.0,Large Luxury Properties
House,16000000,Gulshan-e-Ravi,Lahore,4,For Sale,4,152.0,Large Luxury Properties
House,8000000,Green Cap Housing Society,Lahore,6,For Sale,6,101.0,Large Luxury Properties
Flat,32500000,Cantt,Karachi,3,For Sale,3,288.0,Medium Affordable Properties
House,23500000,Bahria Town Rawalpindi,Rawalpindi,7,For Sale,6,253.0,Large Luxury Properties
House,18500000,Gizri,Karachi,7,For Sale,5,106.0,Large Luxury Properties
Lower Portion,65000,I-8,Islamabad,3,For Rent,3,359.0,Cheap Affordable Properties
Upper Portion,27500000,Federal B Area,Karachi,3,For Sale,4,405.0,Cheap Affordable Properties
Flat,5000000,Garden West,Karachi,2,For Sale,2,124.0,Medium Affordable Properties
Lower Portion,75000,I-8,Islamabad,3,For Rent,3,354.0,Cheap Affordable Properties
House,7200000,Ghous Garden,Lahore,5,For Sale,4,126.0,Large Luxury Properties
Flat,50000,Clifton,Karachi,2,For Rent,2,124.0,Medium Affordable Properties
Flat,9000000,DHA Defence,Karachi,3,For Sale,3,129.0,Medium Affordable Properties
House,13600000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Large Luxury Properties
House,8500000,Lake City,Lahore,4,For Sale,3,126.0,Large Luxury Properties
House,21500000,Model Town,Lahore,5,For Sale,4,253.0,Large Luxury Properties
House,21000000,Main Canal Bank Road,Lahore,6,For Sale,4,354.0,Large Luxury Properties
House,24500000,Audit & Accounts Housing Society,Lahore,7,For Sale,6,405.0,Large Luxury Properties
House,4000000,Adiala Road,Rawalpindi,2,For Sale,2,76.0,Large Luxury Properties
House,16500000,G-13,Islamabad,5,For Sale,4,111.0,Large Luxury Properties
House,7500000,Cantt,Lahore,4,For Sale,3,89.0,Large Luxury Properties
House,6800000,Mohlanwal,Lahore,3,For Sale,2,126.0,Large Luxury Properties
House,19500000,Gulistan-e-Jauhar,Karachi,4,For Sale,4,121.0,Large Luxury Properties
House,17500000,Wapda Town,Lahore,6,For Sale,5,253.0,Large Luxury Properties
House,14000000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,185.0,Large Luxury Properties
Flat,1250000,Labor Colony,Lahore,2,For Sale,2,76.0,Medium Affordable Properties
Upper Portion,70000,Bahria Town,Islamabad,3,For Rent,3,379.0,Cheap Affordable Properties
House,55000,Citi Housing Society,Faisalabad,5,For Rent,6,253.0,Large Luxury Properties
House,13000000,Sozo Town,Lahore,3,For Sale,4,303.0,Large Luxury Properties
House,35000,Bahria Town Rawalpindi,Rawalpindi,3,For Rent,3,126.0,Large Luxury Properties
House,7470000,Chapal Uptown,Karachi,3,For Sale,3,162.0,Large Luxury Properties
Flat,55000,Kashmir Road,Karachi,3,For Rent,2,119.0,Medium Affordable Properties
House,24000000,Paragon City,Lahore,6,For Sale,5,253.0,Large Luxury Properties
Upper Portion,35000,Gulshan-e-Iqbal Town,Karachi,3,For Rent,3,182.0,Cheap Affordable Properties
House,10000000,North Karachi,Karachi,4,For Sale,4,81.0,Large Luxury Properties
Flat,12000000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,124.0,Medium Affordable Properties
House,35000000,Gulistan-e-Jauhar,Karachi,3,For Sale,3,243.0,Large Luxury Properties
House,60000,G-9,Islamabad,3,For Rent,2,276.0,Large Luxury Properties
Flat,18000,E-11,Islamabad,1,For Rent,1,46.0,Medium Affordable Properties
House,35000,Bahria Town Karachi,Karachi,3,For Rent,3,202.0,Large Luxury Properties
House,8300000,Dhok Sayedan Road,Rawalpindi,5,For Sale,5,126.0,Large Luxury Properties
House,15400000,Bahria Town Karachi,Karachi,3,For Sale,3,154.0,Large Luxury Properties
House,135000,I-8,Islamabad,6,For Rent,6,359.0,Large Luxury Properties
House,15000000,Bani Gala,Islamabad,6,For Sale,5,177.0,Large Luxury Properties
Flat,35000,DHA Defence,Karachi,2,For Rent,2,106.0,Medium Affordable Properties
House,32500000,Gulistan-e-Jauhar,Karachi,6,For Sale,6,243.0,Large Luxury Properties
Flat,2700000,Johar Town,Lahore,1,For Sale,1,43.0,Medium Affordable Properties
Upper Portion,60000,G-11,Islamabad,3,For Rent,3,359.0,Cheap Affordable Properties
Lower Portion,33000,G-9,Islamabad,2,For Rent,2,126.0,Cheap Affordable Properties
Flat,3700000,North Karachi,Karachi,2,For Sale,2,83.0,Medium Affordable Properties
House,31500000,G-11,Islamabad,5,For Sale,5,177.0,Large Luxury Properties
House,24000000,Bahria Town,Islamabad,5,For Sale,4,253.0,Large Luxury Properties
House,4200000,Bhara kahu,Islamabad,2,For Sale,2,101.0,Large Luxury Properties
Flat,9000000,North Nazimabad,Karachi,3,For Sale,3,162.0,Medium Affordable Properties
Flat,1950000,North Karachi,Karachi,1,For Sale,1,51.0,Medium Affordable Properties
Flat,90000,Clifton,Karachi,4,For Rent,4,271.0,Medium Affordable Properties
Flat,13000000,Bahria Town Rawalpindi,Rawalpindi,3,For Sale,3,212.0,Medium Affordable Properties
Lower Portion,40000,G-11,Islamabad,2,For Rent,2,177.0,Cheap Affordable Properties
House,13600000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Large Luxury Properties
House,250000,Clifton,Karachi,5,For Rent,4,253.0,Large Luxury Properties
House,15000000,Gulistan-e-Jauhar,Karachi,4,For Sale,3,217.0,Large Luxury Properties
Flat,50000,F-11,Islamabad,2,For Rent,2,134.0,Medium Affordable Properties
Flat,10000000,DHA Defence,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
Flat,5724000,B-17,Islamabad,3,For Sale,2,106.0,Medium Affordable Properties
Lower Portion,43000,G-11,Islamabad,2,For Rent,2,202.0,Cheap Affordable Properties
House,29000000,Bahria Town Rawalpindi,Rawalpindi,4,For Sale,3,278.0,Large Luxury Properties
House,6200000,Lahore Motorway City,Lahore,4,For Sale,4,126.0,Large Luxury Properties
Flat,4800000,North Nazimabad,Karachi,2,For Sale,2,81.0,Medium Affordable Properties
Flat,3890000,B-17,Islamabad,2,For Sale,2,73.0,Medium Affordable Properties
House,20900000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Large Luxury Properties
House,39500,Bahria Town Rawalpindi,Rawalpindi,3,For Rent,3,202.0,Large Luxury Properties
Flat,7000000,G-11,Islamabad,2,For Sale,2,101.0,Medium Affordable Properties
Flat,45000,DHA Defence,Karachi,3,For Rent,3,202.0,Medium Affordable Properties
Flat,3800000,B-17,Islamabad,1,For Sale,2,71.0,Medium Affordable Properties
House,11000000,Ghauri Town,Islamabad,6,For Sale,4,126.0,Large Luxury Properties
Flat,20000000,DHA Defence,Karachi,3,For Sale,3,180.0,Medium Affordable Properties
House,11500000,Lahore Garden Housing Scheme,Lahore,4,For Sale,5,202.0,Large Luxury Properties
Flat,11200000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Medium Affordable Properties
House,8000000,Lahore Garden Housing Scheme,Lahore,5,For Sale,6,177.0,Large Luxury Properties
House,10900000,Ghauri Town,Islamabad,5,For Sale,4,126.0,Large Luxury Properties
Flat,5700000,Gulshan-e-Iqbal Town,Karachi,2,For Sale,2,111.0,Medium Affordable Properties
Flat,30000,North Nazimabad,Karachi,2,For Rent,2,116.0,Medium Affordable Properties
House,24000000,North Karachi,Karachi,4,For Sale,4,243.0,Large Luxury Properties
House,45000,G-13,Islamabad,4,For Rent,4,101.0,Large Luxury Properties
House,5200000,Aashiana Road,Lahore,2,For Sale,2,126.0,Large Luxury Properties
House,22500000,Divine Gardens,Lahore,4,For Sale,4,303.0,Large Luxury Properties
Flat,6500000,DHA Defence,Karachi,2,For Sale,2,101.0,Medium Affordable Properties
House,25000000,Shah Faisal Town,Karachi,5,For Sale,5,293.0,Large Luxury Properties
Flat,200000,DHA Defence,Karachi,5,For Rent,4,405.0,Medium Affordable Properties
House,25000,Bahria Town Karachi,Karachi,3,For Rent,3,126.0,Large Luxury Properties
House,6550000,Eden,Lahore,2,For Sale,3,101.0,Large Luxury Properties
House,17500000,Media Town,Rawalpindi,2,For Sale,6,278.0,Large Luxury Properties
House,19500000,DHA Defence,Lahore,5,For Sale,4,126.0,Large Luxury Properties
House,18000000,Soan Garden,Islamabad,6,For Sale,6,303.0,Large Luxury Properties
Flat,17000000,DHA Defence,Karachi,3,For Sale,3,134.0,Medium Affordable Properties
Flat,5500000,Bahria Town Karachi,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
House,34000000,Gulshan-e-Iqbal Town,Karachi,6,For Sale,6,243.0,Large Luxury Properties
House,11500000,Chaklala Scheme,Rawalpindi,4,For Sale,4,177.0,Large Luxury Properties
Flat,10500000,North Nazimabad,Karachi,4,For Sale,3,192.0,Medium Affordable Properties
Flat,75000,DHA Defence,Karachi,3,For Rent,3,278.0,Medium Affordable Properties
Flat,4666000,Fazaia Housing Scheme,Karachi,3,For Sale,2,147.0,Medium Affordable Properties
Flat,9500000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,152.0,Medium Affordable Properties
Flat,3500000,Gulistan-e-Jauhar,Karachi,2,For Sale,2,91.0,Medium Affordable Properties
Flat,80000,DHA Defence,Karachi,3,For Rent,3,192.0,Medium Affordable Properties
Flat,7400000,Bahria Town Karachi,Karachi,2,For Sale,2,106.0,Medium Affordable Properties
House,15000000,Ichhra,Lahore,7,For Sale,6,126.0,Large Luxury Properties
Flat,5200000,Gadap Town,Karachi,2,For Sale,2,119.0,Medium Affordable Properties
Lower Portion,30000,I-10,Islamabad,2,For Rent,2,142.0,Cheap Affordable Properties
House,20500000,Askari,Lahore,3,For Sale,3,253.0,Large Luxury Properties
House,27000000,DHA Defence,Islamabad,4,For Sale,4,253.0,Large Luxury Properties
Flat,39000000,Frere Town,Karachi,4,For Sale,3,225.0,Medium Affordable Properties
Flat,7200000,Bahria Town Karachi,Karachi,3,For Sale,3,124.0,Medium Affordable Properties
House,15200000,DHA Defence,Lahore,3,For Sale,3,126.0,Large Luxury Properties
House,36000000,DHA Defence,Karachi,4,For Sale,4,101.0,Large Luxury Properties
House,7500000,Ghauri Town,Islamabad,3,For Sale,2,126.0,Large Luxury Properties
Upper Portion,60000,D-12,Islamabad,3,For Rent,3,354.0,Cheap Affordable Properties
Flat,29000000,DHA Defence,Karachi,4,For Sale,3,225.0,Medium Affordable Properties
House,13500000,Bahria Town,Lahore,4,For Sale,3,126.0,Large Luxury Properties
Flat,15000000,DHA Defence,Karachi,4,For Sale,4,202.0,Medium Affordable Properties
House,30000000,DHA Defence,Lahore,5,For Sale,4,253.0,Large Luxury Properties
House,26000000,Bahria Town,Lahore,7,For Sale,5,303.0,Large Luxury Properties
Flat,22500000,Jamshed Town,Karachi,2,For Sale,3,169.0,Medium Affordable Properties
House,35000000,Gulistan-e-Jauhar,Karachi,3,For Sale,6,303.0,Large Luxury Properties
House,5500000,Adiala Road,Rawalpindi,3,For Sale,2,152.0,Large Luxury Properties
Flat,5500000,E-11,Islamabad,1,For Sale,1,96.0,Medium Affordable Properties
Flat,20000000,DHA Defence,Karachi,3,For Sale,3,197.0,Medium Affordable Properties
House,6800000,Paragon City,Lahore,4,For Sale,3,101.0,Large Luxury Properties
Flat,15500000,Clifton,Karachi,3,For Sale,3,180.0,Medium Affordable Properties
House,45000,Bahria Town Rawalpindi,Rawalpindi,4,For Rent,4,177.0,Large Luxury Properties
House,4700000,Shah Allah Ditta,Islamabad,3,For Sale,2,126.0,Large Luxury Properties
House,12500000,Bahria Town,Lahore,3,For Sale,3,152.0,Large Luxury Properties
Upper Portion,6000000,Nazimabad,Karachi,3,For Sale,3,114.0,Cheap Affordable Properties
House,21500000,Paragon City,Lahore,5,For Sale,4,253.0,Large Luxury Properties
Flat,185000,Bath Island,Karachi,4,For Rent,4,258.0,Medium Affordable Properties
Flat,37500000,DHA Defence,Karachi,3,For Sale,3,293.0,Medium Affordable Properties
Upper Portion,40000,Gulshan-e-Iqbal Town,Karachi,3,For Rent,3,243.0,Cheap Affordable Properties
Flat,8600000,Gulistan-e-Jauhar,Karachi,2,For Sale,2,111.0,Medium Affordable Properties
House,6500000,Garden Town,Islamabad,4,For Sale,4,101.0,Large Luxury Properties
Flat,16500000,Clifton,Karachi,3,For Sale,3,225.0,Medium Affordable Properties
House,2300000,Dubban Pura,Lahore,2,For Sale,2,43.0,Large Luxury Properties
Flat,24500000,Gulshan-e-Iqbal Town,Karachi,2,For Sale,3,175.0,Medium Affordable Properties
Flat,24200000,DHA Defence,Karachi,3,For Sale,3,157.0,Medium Affordable Properties
House,15000000,G-11,Islamabad,4,For Sale,4,101.0,Large Luxury Properties
House,20000000,Gulshan-e-Ravi,Lahore,5,For Sale,5,253.0,Large Luxury Properties
House,7600000,Bahria Nasheman,Lahore,4,For Sale,3,126.0,Large Luxury Properties
Flat,33000,Jinnah Avenue,Karachi,2,For Rent,2,124.0,Medium Affordable Properties
Flat,24500000,DHA Defence,Karachi,3,For Sale,3,207.0,Medium Affordable Properties
House,22000000,Bahria Town,Lahore,6,For Sale,5,253.0,Large Luxury Properties
House,5000000,Tajpura,Lahore,2,For Sale,2,51.0,Large Luxury Properties
House,4200000,Tajpura,Lahore,2,For Sale,2,51.0,Large Luxury Properties
House,20300000,Bahria Town Karachi,Karachi,3,For Sale,3,202.0,Large Luxury Properties
House,8500000,Gulzar E Ahbab Society,Lahore,4,For Sale,4,101.0,Large Luxury Properties
Flat,8400000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,147.0,Medium Affordable Properties
Lower Portion,25000000,Jamshed Town,Karachi,3,For Sale,3,405.0,Cheap Affordable Properties
Flat,8500000,Federal B Area,Karachi,2,For Sale,2,101.0,Medium Affordable Properties
Flat,2820000,B-17,Islamabad,1,For Sale,1,53.0,Medium Affordable Properties
Upper Portion,65000,I-8,Islamabad,3,For Rent,3,303.0,Cheap Affordable Properties
House,11000000,Johar Town,Lahore,2,For Sale,2,126.0,Large Luxury Properties
House,16500000,Tulsa Road,Rawalpindi,4,For Sale,4,278.0,Large Luxury Properties
House,5000000,Gulistan-e-Jauhar,Karachi,2,For Sale,2,121.0,Large Luxury Properties
Upper Portion,26000,Gadap Town,Karachi,3,For Rent,3,243.0,Cheap Affordable Properties
House,15500000,Saddar,Rawalpindi,5,For Sale,5,167.0,Large Luxury Properties
House,24000000,Wapda Town,Lahore,6,For Sale,5,253.0,Large Luxury Properties
Lower Portion,20000,Pakistan Town,Islamabad,2,For Rent,2,126.0,Cheap Affordable Properties
House,9000000,Adiala Road,Rawalpindi,4,For Sale,3,253.0,Large Luxury Properties
House,14500000,DHA Defence,Lahore,5,For Sale,4,126.0,Large Luxury Properties
Flat,35000,North Nazimabad,Karachi,3,For Rent,3,147.0,Medium Affordable Properties
Flat,12300000,Bahria Town Karachi,Karachi,3,For Sale,3,253.0,Medium Affordable Properties
House,80000,I-10,Islamabad,4,For Rent,6,177.0,Large Luxury Properties
Flat,8000000,DHA Defence,Karachi,2,For Sale,2,111.0,Medium Affordable Properties
House,11000000,Gadap Town,Karachi,2,For Sale,3,121.0,Large Luxury Properties
Flat,50000,Gulshan-e-Iqbal Town,Karachi,2,For Rent,2,142.0,Medium Affordable Properties
Upper Portion,8000000,Nazimabad,Karachi,3,For Sale,3,142.0,Cheap Affordable Properties
Lower Portion,17000,Gulshan-e-Iqbal Town,Karachi,2,For Rent,2,99.0,Cheap Affordable Properties
Upper Portion,25000,G-13,Islamabad,2,For Rent,2,101.0,Cheap Affordable Properties
House,22500000,Valencia Housing Society,Lahore,6,For Sale,5,253.0,Large Luxury Properties
House,6000000,Nishtar Colony,Lahore,4,For Sale,4,76.0,Large Luxury Properties
House,5600000,Airport Housing Society,Rawalpindi,2,For Sale,2,152.0,Large Luxury Properties
House,35000000,Gulberg,Lahore,4,For Sale,4,354.0,Large Luxury Properties
House,7500000,Gulistan-e-Jauhar,Karachi,2,For Sale,2,121.0,Large Luxury Properties
House,23500000,Bahria Town Rawalpindi,Rawalpindi,4,For Sale,4,354.0,Large Luxury Properties
House,17500000,Bahria Town,Lahore,5,For Sale,5,253.0,Large Luxury Properties
House,15000000,Gulistan-e-Jauhar,Karachi,4,For Sale,4,119.0,Large Luxury Properties
Flat,2100000,Gulistan-e-Jauhar,Karachi,2,For Sale,2,68.0,Medium Affordable Properties
House,17500000,G-14,Islamabad,3,For Sale,3,126.0,Large Luxury Properties
Lower Portion,44000,I-10,Islamabad,2,For Rent,2,177.0,Cheap Affordable Properties
House,21000000,Gulistan-e-Jauhar,Karachi,5,For Sale,5,152.0,Large Luxury Properties
Flat,10000000,Bahria Town Rawalpindi,Rawalpindi,2,For Sale,2,180.0,Medium Affordable Properties
House,5200000,Gadap Town,Karachi,2,For Sale,2,86.0,Large Luxury Properties
Flat,3500000,Korangi,Karachi,2,For Sale,3,106.0,Medium Affordable Properties
